mean_x,mean_y,mean_z,std_x,std_y,std_z,ppv_x,ppv_y,ppv_z,aboveMean_x,aboveMean_y,aboveMean_z,stage
-0.0028197106918238985,0.0035935471698113203,-0.0002542872117400418,0.0544446222843514,0.04216036064787004,0.03639422370038943,0.49537500000000056,0.37450900000000154,0.2949920000000006,233,274,251,1
