mean_x,mean_y,mean_z,std_x,std_y,std_z,ppv_x,ppv_y,ppv_z,aboveMean_x,aboveMean_y,aboveMean_z,stage
0.004691730948678072,-0.009562410575427683,0.007850934681181962,0.037833405754280784,0.043900955931337506,0.041300448398472175,0.30206199999999894,0.589455000000001,0.42672399999999966,256,341,260,
