mean_x,mean_y,mean_z,std_x,std_y,std_z,ppv_x,ppv_y,ppv_z,aboveMean_x,aboveMean_y,aboveMean_z,stage
0.00323737909836066,-0.0003542192622950799,-0.0009086598360655703,0.042568431580300145,0.05184430609241454,0.04272947231524403,0.44854599999999994,0.48277000000000037,0.5748500000000001,201,283,249,2
