time,Hips.x,Hips.y,Hips.z,RightUpLeg.x,RightUpLeg.y,RightUpLeg.z,RightLeg.x,RightLeg.y,RightLeg.z,RightFoot.x,RightFoot.y,RightFoot.z,LeftUpLeg.x,LeftUpLeg.y,LeftUpLeg.z,LeftLeg.x,LeftLeg.y,LeftLeg.z,LeftFoot.x,LeftFoot.y,LeftFoot.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Spine2.x,Spine2.y,Spine2.z,Spine3.x,Spine3.y,Spine3.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,RightShoulder.x,RightShoulder.y,RightShoulder.z,RightArm.x,RightArm.y,RightArm.z,RightForeArm.x,RightForeArm.y,RightForeArm.z,RightHand.x,RightHand.y,RightHand.z,RightHandThumb1.x,RightHandThumb1.y,RightHandThumb1.z,RightHandThumb2.x,RightHandThumb2.y,RightHandThumb2.z,RightHandThumb3.x,RightHandThumb3.y,RightHandThumb3.z,RightInHandIndex.x,RightInHandIndex.y,RightInHandIndex.z,RightHandIndex1.x,RightHandIndex1.y,RightHandIndex1.z,RightHandIndex2.x,RightHandIndex2.y,RightHandIndex2.z,RightHandIndex3.x,RightHandIndex3.y,RightHandIndex3.z,RightInHandMiddle.x,RightInHandMiddle.y,RightInHandMiddle.z,RightHandMiddle1.x,RightHandMiddle1.y,RightHandMiddle1.z,RightHandMiddle2.x,RightHandMiddle2.y,RightHandMiddle2.z,RightHandMiddle3.x,RightHandMiddle3.y,RightHandMiddle3.z,RightInHandRing.x,RightInHandRing.y,RightInHandRing.z,RightHandRing1.x,RightHandRing1.y,RightHandRing1.z,RightHandRing2.x,RightHandRing2.y,RightHandRing2.z,RightHandRing3.x,RightHandRing3.y,RightHandRing3.z,RightInHandPinky.x,RightInHandPinky.y,RightInHandPinky.z,RightHandPinky1.x,RightHandPinky1.y,RightHandPinky1.z,RightHandPinky2.x,RightHandPinky2.y,RightHandPinky2.z,RightHandPinky3.x,RightHandPinky3.y,RightHandPinky3.z,LeftShoulder.x,LeftShoulder.y,LeftShoulder.z,LeftArm.x,LeftArm.y,LeftArm.z,LeftForeArm.x,LeftForeArm.y,LeftForeArm.z,LeftHand.x,LeftHand.y,LeftHand.z,LeftHandThumb1.x,LeftHandThumb1.y,LeftHandThumb1.z,LeftHandThumb2.x,LeftHandThumb2.y,LeftHandThumb2.z,LeftHandThumb3.x,LeftHandThumb3.y,LeftHandThumb3.z,LeftInHandIndex.x,LeftInHandIndex.y,LeftInHandIndex.z,LeftHandIndex1.x,LeftHandIndex1.y,LeftHandIndex1.z,LeftHandIndex2.x,LeftHandIndex2.y,LeftHandIndex2.z,LeftHandIndex3.x,LeftHandIndex3.y,LeftHandIndex3.z,LeftInHandMiddle.x,LeftInHandMiddle.y,LeftInHandMiddle.z,LeftHandMiddle1.x,LeftHandMiddle1.y,LeftHandMiddle1.z,LeftHandMiddle2.x,LeftHandMiddle2.y,LeftHandMiddle2.z,LeftHandMiddle3.x,LeftHandMiddle3.y,LeftHandMiddle3.z,LeftInHandRing.x,LeftInHandRing.y,LeftInHandRing.z,LeftHandRing1.x,LeftHandRing1.y,LeftHandRing1.z,LeftHandRing2.x,LeftHandRing2.y,LeftHandRing2.z,LeftHandRing3.x,LeftHandRing3.y,LeftHandRing3.z,LeftInHandPinky.x,LeftInHandPinky.y,LeftInHandPinky.z,LeftHandPinky1.x,LeftHandPinky1.y,LeftHandPinky1.z,LeftHandPinky2.x,LeftHandPinky2.y,LeftHandPinky2.z,LeftHandPinky3.x,LeftHandPinky3.y,LeftHandPinky3.z
   0.59200,  28.41262,  94.51941, -55.73910,  19.03640,  94.11827, -55.61189,  19.79906,  52.32759, -58.07240,  20.67557,  10.48250, -56.92484,  37.37113,  91.85135, -56.58600,  39.63350,  50.19806, -60.18902,  39.72486,   8.33034, -60.61667,  30.29194, 108.32789, -52.50115,  30.21239, 117.87610, -50.69426,  29.77911, 127.83021, -48.92161,  28.81094, 137.37895, -47.39722,  27.82989, 147.61065, -45.90065,  26.98305, 156.96052, -44.65825,  24.98111, 143.93883, -46.69293,  12.82941, 147.94982, -46.39600, -13.31913, 144.43094, -48.87005, -30.64847, 162.07147, -40.83851, -30.88512, 165.54450, -42.80165, -31.14997, 169.11126, -41.92269, -31.63555, 171.45236, -41.01341, -32.09678, 165.35558, -42.13533, -34.95262, 169.83464, -42.06094, -36.35380, 172.93684, -40.83204, -36.43651, 174.62598, -39.66985, -32.78830, 164.81188, -41.27389, -35.94777, 168.88663, -40.73532, -37.55802, 172.18542, -39.27940, -37.69684, 174.18216, -37.82190, -33.21317, 164.31323, -40.67677, -36.43841, 167.53292, -39.70488, -37.91995, 170.31357, -38.31912, -38.09529, 172.18910, -36.85140, -33.55277, 163.60846, -39.91147, -36.74980, 166.12831, -38.58180, -38.04414, 168.19390, -37.29376, -38.22411, 169.48387, -36.13697,  31.33263, 144.46199, -46.10599,  41.34447, 148.94787, -39.51206,  67.15746, 150.66641, -33.76871,  81.23229, 171.15027, -26.13255,  79.44272, 174.57554, -27.15079,  78.02702, 177.48831, -25.39691,  77.41150, 179.48967, -23.92754,  80.66830, 174.89964, -26.56708,  80.91118, 180.07367, -25.38648,  80.74877, 183.11011, -23.42413,  80.14565, 184.30881, -21.87169,  81.65055, 174.62003, -25.87940,  82.41864, 179.51541, -24.35585,  82.36989, 182.77435, -22.12616,  81.70379, 184.19464, -20.21052,  82.34497, 174.29702, -25.43312,  83.65306, 178.42350, -23.70853,  83.74059, 181.20069, -21.67705,  83.16723, 182.53685, -19.78273,  83.09170, 173.72312, -24.87569,  84.77184, 177.17744, -22.98268,  85.03911, 179.28503, -21.22551,  84.71621, 180.20320, -19.78077
   0.60000,  28.41373,  94.51917, -55.73792,  19.03742,  94.11941, -55.61262,  19.79376,  52.32898, -58.07941,  20.66746,  10.48369, -56.93699,  37.37199,  91.85008, -56.58416,  39.63560,  50.19744, -60.19388,  39.72188,   8.32978, -60.62894,  30.29453, 108.32614, -52.49438,  30.21504, 117.87411, -50.68623,  29.78160, 127.82811, -48.91295,  28.81292, 137.37687, -47.38906,  27.83124, 147.60859, -45.89304,  26.98376, 156.95847, -44.65114,  24.98268, 143.93654, -46.68498,  12.83304, 147.95378, -46.38838, -13.31237, 144.42431, -48.88050, -30.38279, 162.26039, -40.72728, -30.59325, 165.73569, -42.68938, -30.80862, 169.30550, -41.80927, -31.25910, 171.65237, -40.89681, -31.80184, 165.56136, -42.01358, -34.60332, 170.07423, -41.91803, -35.95772, 173.19314, -40.67901, -36.01118, 174.88332, -39.51664, -32.49306, 165.02609, -41.14663, -35.59935, 169.13837, -40.58446, -37.15867, 172.45639, -39.11684, -37.26227, 174.45488, -37.65880, -32.91919, 164.53264, -40.54610, -36.09807, 167.79078, -39.54989, -37.53544, 170.58915, -38.15330, -37.67690, 172.46687, -36.68473, -33.26120, 163.83210, -39.77799, -36.41744, 166.39017, -38.42406, -37.67693, 168.47128, -37.12648, -37.83245, 169.76348, -35.96864,  31.33419, 144.46015, -46.09835,  41.35009, 148.94571, -39.51036,  67.16790, 150.67879, -33.79309,  81.00514, 171.31156, -26.12367,  79.21557, 174.73683, -27.14191,  77.79987, 177.64960, -25.38804,  77.18435, 179.65096, -23.91867,  80.44115, 175.06093, -26.55820,  80.68402, 180.23496, -25.37760,  80.52162, 183.27140, -23.41525,  79.91849, 184.47010, -21.86281,  81.42339, 174.78132, -25.87053,  82.19149, 179.67670, -24.34697,  82.14274, 182.93564, -22.11728,  81.47664, 184.35593, -20.20164,  82.11782, 174.45831, -25.42424,  83.42591, 178.58479, -23.69966,  83.51344, 181.36198, -21.66817,  82.94007, 182.69814, -19.77385,  82.86455, 173.88441, -24.86681,  84.54469, 177.33873, -22.97381,  84.81196, 179.44632, -21.21663,  84.48906, 180.36449, -19.77189
   0.60800,  28.41507,  94.51855, -55.73660,  19.03872,  94.11920, -55.61329,  19.79158,  52.32907, -58.08623,  20.66338,  10.48356, -56.95055,  37.37336,  91.84928, -56.58188,  39.63722,  50.19726, -60.19869,  39.72371,   8.32965, -60.63752,  30.29590, 108.32442, -52.48844,  30.21639, 117.87215, -50.67901,  29.78292, 127.82600, -48.90491,  28.81424, 137.37477, -47.38102,  27.83252, 147.60647, -45.88498,  26.98495, 156.95635, -44.64305,  24.98398, 143.93441, -46.67696,  12.83830, 147.96328, -46.37567, -13.30131, 144.41168, -48.89692, -30.10967, 162.44112, -40.62537, -30.29469, 165.91748, -42.58817, -30.46118, 169.49010, -41.70889, -30.87687, 171.84266, -40.79455, -31.49990, 165.75777, -41.90279, -34.24733, 170.30331, -41.78839, -35.55520, 173.43868, -40.54094, -35.57967, 175.13008, -39.37936, -32.19053, 165.23119, -41.03007, -35.24377, 169.38004, -40.44639, -36.75242, 172.71704, -38.96888, -36.82107, 174.71749, -37.51146, -32.61769, 164.74315, -40.42586, -35.75015, 168.03902, -39.40700, -37.14352, 170.85494, -38.00112, -37.25137, 172.73508, -36.53279, -32.96187, 164.04714, -39.65461, -36.07709, 166.64294, -38.27773, -37.30181, 168.73950, -36.97175, -37.43303, 170.03413, -35.81362,  31.33548, 144.45805, -46.09026,  41.35611, 148.94258, -39.50877,  67.17844, 150.68872, -33.81594,  80.77715, 171.46491, -26.10718,  78.90842, 174.82808, -27.18828,  77.38622, 177.71809, -25.48673,  76.69339, 179.71653, -24.04813,  80.11565, 175.19235, -26.59020,  80.19687, 180.38308, -25.46187,  79.92078, 183.43391, -23.53486,  79.26143, 184.63126, -22.00439,  81.09491, 174.94744, -25.88526,  81.70371, 179.87788, -24.40333,  81.53104, 183.15706, -22.20976,  80.79717, 184.57789, -20.31946,  81.79131, 174.64861, -25.42541,  82.95822, 178.82768, -23.72631,  82.93812, 181.62708, -21.72374,  82.29959, 182.96620, -19.85249,  82.54531, 174.10162, -24.85097,  84.10026, 177.62096, -22.97081,  84.28253, 179.75326, -21.23267,  83.91268, 180.67692, -19.80277
   0.61600,  28.41609,  94.51846, -55.73452,  19.03969,  94.11993, -55.61242,  19.78539,  52.33003, -58.09138,  20.65371,  10.48432, -56.96025,  37.37424,  91.84865, -56.57967,  39.63833,  50.19726, -60.20347,  39.72444,   8.32972, -60.64930,  30.29781, 108.32306, -52.48146,  30.21851, 117.87053, -50.67068,  29.78517, 127.82423, -48.89570,  28.81648, 137.37299, -47.37180,  27.83468, 147.60470, -45.87580,  26.98697, 156.95457, -44.63393,  24.98617, 143.93262, -46.66778,  12.84060, 147.96195, -46.36854, -13.30396, 144.42278, -48.85573, -29.84952, 162.63957, -40.46567, -30.00938, 166.11583, -42.43084, -30.12770, 169.69104, -41.55427, -30.50906, 172.04919, -40.63936, -31.21105, 165.97081, -41.73603, -33.90467, 170.54800, -41.60554, -35.16650, 173.69958, -40.35154, -35.16242, 175.39234, -39.19168, -31.90098, 165.45316, -40.85744, -34.90138, 169.63771, -40.25488, -36.35984, 172.99348, -38.76952, -36.39408, 174.99607, -37.31383, -32.32910, 164.97071, -40.24942, -35.41522, 168.30371, -39.21014, -36.76501, 171.13702, -37.79671, -36.83976, 173.01978, -36.32968, -32.67536, 164.27953, -39.47478, -35.74961, 166.91267, -38.07684, -36.93986, 169.02460, -36.76380, -37.04715, 170.32186, -35.60614,  31.33767, 144.45630, -46.08106,  41.36336, 148.94085, -39.50729,  67.18989, 150.69566, -33.83623,  80.55181, 171.60809, -26.08193,  78.66046, 174.95046, -27.18792,  77.10263, 177.83374, -25.50732,  76.38354, 179.83172, -24.08102,  79.86077, 175.32766, -26.58393,  79.88969, 180.52332, -25.47595,  79.57512, 183.57922, -23.56292,  78.89593, 184.77679, -22.04134,  80.83777, 175.09413, -25.87203,  81.39435, 180.03553, -24.40620,  81.17955, 183.32173, -22.22690,  80.42167, 184.74355, -20.34684,  81.53391, 174.80323, -25.40673,  82.65379, 178.99904, -23.71731,  82.59692, 181.80607, -21.72614,  81.93521, 183.14694, -19.86422,  82.28911, 174.26514, -24.82550,  83.80166, 177.80538, -22.94999,  83.95460, 179.94606, -21.21934,  83.56790, 180.87210, -19.79544
   0.62400,  28.41715,  94.51756, -55.73002,  19.04070,  94.11982, -55.60878,  19.78922,  52.33041, -58.09499,  20.65407,  10.48450, -56.96841,  37.37513,  91.84722, -56.57531,  39.63821,  50.19579, -60.19936,  39.72478,   8.32834, -60.65285,  30.29985, 108.32096, -52.47246,  30.22011, 117.86832, -50.66108,  29.78605, 127.82199, -48.88614,  28.81630, 137.37082, -47.36334,  27.83326, 147.60258, -45.86849,  26.98434, 156.95247, -44.62763,  24.98519, 143.93007, -46.66009,  12.84052, 147.96185, -46.35728, -13.28813, 144.35432, -48.91257, -29.56621, 162.76034, -40.41303, -29.70073, 166.23615, -42.38090, -29.77070, 169.81342, -41.50753, -30.11754, 172.17681, -40.59242, -30.89862, 166.10586, -41.67672, -33.53773, 170.71425, -41.53078, -34.75312, 173.88163, -40.27075, -34.72043, 175.57544, -39.11289, -31.58776, 165.59721, -40.79227, -34.53454, 169.81704, -40.17148, -35.94240, 173.19113, -38.67880, -35.94214, 175.19552, -37.22519, -32.01677, 165.12042, -40.18043, -35.05582, 168.49022, -39.12130, -36.36164, 171.34054, -37.70079, -36.40320, 173.22559, -36.23538, -32.36508, 164.43413, -39.40236, -35.39764, 167.10436, -37.98388, -36.55311, 169.23140, -36.66416, -36.63640, 170.53103, -35.50719,  31.33662, 144.45458, -46.07336,  41.36728, 148.93858, -39.50681,  67.19904, 150.70124, -33.86205,  80.32475, 171.74133, -26.04984,  78.38642, 175.02685, -27.24151,  76.72762, 177.89547, -25.63405,  75.93238, 179.89455, -24.25036,  79.56400, 175.43810, -26.61543,  79.45359, 180.64649, -25.57436,  79.02831, 183.71819, -23.70863,  78.28832, 184.91920, -22.21843,  80.52931, 175.23519, -25.87863,  80.94366, 180.20558, -24.46459,  80.60695, 183.51303, -22.33339,  79.77518, 184.94092, -20.48952,  81.22081, 174.96564, -25.39396,  82.20940, 179.20597, -23.73401,  82.04536, 182.03557, -21.78111,  81.31190, 183.38445, -19.95215,  81.97410, 174.45172, -24.78886,  83.36527, 178.04773, -22.92553,  83.43152, 180.21262, -21.21969,  82.99208, 181.14747, -19.81701
   0.63200,  28.41979,  94.51758, -55.72281,  19.04330,  94.12065, -55.60243,  19.78908,  52.33151, -58.09415,  20.65259,  10.48546, -56.97186,  37.37760,  91.84671, -56.56824,  39.63965,  50.19524, -60.19250,  39.72276,   8.32793, -60.66001,  30.30347, 108.31979, -52.46076,  30.22374, 117.86702, -50.64868,  29.78953, 127.82066, -48.87365,  28.81941, 137.36961, -47.35177,  27.83592, 147.60147, -45.85792,  26.98654, 156.95144, -44.61800,  24.98797, 143.92867, -46.64860,  12.84307, 147.95983, -46.34677, -13.29043, 144.35307, -48.85300, -29.29879, 162.94513, -40.24674, -29.40667, 166.42055, -42.21694, -29.42743, 169.99917, -41.34657, -29.73920, 172.36735, -40.43120, -30.60070, 166.30518, -41.50365, -33.18353, 170.94483, -41.34242, -34.35158, 174.12760, -40.07640, -34.29000, 175.82193, -38.92048, -31.28918, 165.80556, -40.61356, -34.18071, 170.06079, -39.97479, -35.53700, 173.45275, -38.47489, -35.50192, 175.45828, -37.02328, -31.71923, 165.33447, -39.99805, -34.70986, 168.74121, -38.91943, -35.97090, 171.60816, -37.49194, -35.97897, 173.49488, -36.02811, -32.06983, 164.65308, -39.21671, -35.05961, 167.36054, -37.77811, -36.17968, 169.50237, -36.45184, -36.23877, 170.80393, -35.29555,  31.33947, 144.45368, -46.06305,  41.37463, 148.93744, -39.50321,  67.21285, 150.70747, -33.89044,  80.10354, 171.86987, -26.01751,  78.15251, 175.13744, -27.23749,  76.46152, 178.00090, -25.65459,  75.64171, 179.99989, -24.28515,  79.32224, 175.55914, -26.60370,  79.16818, 180.77066, -25.58409,  78.70719, 183.84662, -23.73391,  77.94720, 185.04834, -22.25439,  80.28301, 175.36569, -25.85845,  80.65231, 180.34425, -24.46078,  80.27617, 183.65759, -22.34538,  79.42005, 185.08693, -20.51382,  80.97243, 175.10275, -25.36725,  81.91895, 179.35614, -23.71623,  81.72013, 182.19213, -21.77586,  80.96297, 183.54308, -19.95812,  81.72435, 174.59633, -24.75416,  83.07617, 178.20897, -22.89402,  83.11412, 180.38088, -21.19625,  82.65716, 181.31815, -19.80081
   0.64000,  28.42317,  94.51710, -55.71243,  19.04666,  94.12069, -55.59213,  19.79267,  52.33216, -58.09391,  20.65681,  10.48604, -56.97464,  37.38082,  91.84591, -56.55852,  39.64734,  50.19642, -60.20269,  39.73176,   8.32914, -60.67289,  30.30766, 108.31840, -52.44702,  30.22775, 117.86601, -50.63696,  29.79319, 127.82022, -48.86516,  28.82251, 137.36989, -47.34821,  27.83834, 147.60242, -45.85944,  26.98827, 156.95293, -44.62399,  24.99051, 143.92881, -46.64677,  12.84561, 147.95997, -46.34494, -13.27593, 144.29193, -48.88671, -29.01495, 163.06372, -40.17445, -29.09528, 166.53965, -42.14506, -29.06749, 170.11850, -41.27581, -29.34473, 172.49045, -40.35912, -30.28560, 166.43866, -41.42344, -32.81197, 171.10870, -41.24584, -33.93331, 174.30544, -39.97281, -33.84356, 175.99923, -38.81793, -30.97374, 165.94749, -40.52840, -33.81003, 170.23692, -39.87099, -35.11547, 173.64514, -38.36286, -35.04647, 175.65050, -36.91222, -31.40505, 165.48170, -39.90974, -34.34744, 168.92400, -38.81151, -35.56438, 171.80610, -37.37627, -35.53985, 173.69316, -35.91307, -31.75827, 164.80472, -39.12575, -34.70559, 167.54787, -37.66731, -35.79090, 169.70321, -36.33401, -35.82647, 171.00569, -35.17778,  31.34222, 144.45501, -46.06454,  41.38031, 148.93790, -39.50860,  67.22522, 150.70880, -33.92695,  79.87496, 171.99178, -25.98853,  77.90902, 175.24042, -27.23485,  76.18567, 178.09723, -25.67498,  75.34134, 180.09519, -24.31901,  79.07100, 175.67303, -26.59418,  78.87143, 180.88702, -25.59524,  78.37453, 183.96632, -23.76000,  77.59504, 185.16789, -22.29053,  80.02771, 175.48939, -25.84127,  80.35044, 180.47565, -24.45962,  79.93471, 183.79393, -22.35943,  79.05486, 185.22371, -20.53949,  80.71545, 175.23333, -25.34411,  81.61881, 179.49962, -23.70222,  81.38517, 182.34122, -21.77398,  80.60495, 183.69328, -19.96684,  81.46656, 174.73471, -24.72369,  82.77838, 178.36401, -22.86736,  82.78810, 180.54240, -21.17751,  82.31417, 181.48144, -19.78893
   0.64800,  28.42533,  94.51662, -55.70252,  19.04882,  94.12059, -55.58119,  19.79235,  52.33221, -58.08632,  20.65537,  10.48593, -56.97233,  37.38276,  91.84525, -56.55039,  39.64811,  50.19440, -60.17963,  39.72771,   8.32724, -60.66107,  30.31083, 108.31700, -52.43378,  30.23075, 117.86470, -50.62423,  29.79584, 127.81912, -48.85370,  28.82457, 137.36911, -47.33915,  27.83981, 147.60195, -45.85287,  26.98924, 156.95270, -44.61963,  24.99219, 143.92797, -46.63926,  12.84729, 147.95913, -46.33743, -13.26954, 144.25694, -48.87806, -28.73696, 163.20442, -40.06035, -28.78730, 166.68194, -42.02915, -28.71015, 170.25979, -41.15880, -28.95248, 172.63456, -40.23950, -29.97414, 166.59520, -41.29998, -32.44197, 171.29574, -41.10457, -33.51593, 174.50541, -39.82325, -33.39809, 176.19746, -38.66836, -30.66252, 166.11210, -40.40074, -33.44183, 170.43564, -39.72369, -34.69579, 173.85892, -38.20602, -34.59300, 175.86265, -36.75513, -31.09555, 165.65136, -39.77952, -33.98850, 169.12893, -38.66128, -35.16089, 172.02508, -37.21726, -35.10392, 173.91105, -35.75356, -31.45202, 164.97841, -38.99353, -34.35618, 167.75679, -37.51531, -35.40648, 169.92466, -36.17433, -35.41873, 171.22697, -35.01743,  31.34387, 144.45469, -46.05724,  41.38437, 148.93529, -39.50341,  67.23711, 150.69347, -33.95414,  79.63627, 172.09941, -25.95123,  77.65179, 175.32802, -27.22001,  75.89579, 178.17567, -25.67993,  75.02698, 180.17099, -24.33559,  78.80626, 175.77207, -26.57364,  78.55833, 180.98741, -25.59272,  78.02522, 184.06837, -23.77046,  77.22700, 185.26822, -22.30967,  79.75977, 175.59859, -25.81429,  80.03360, 180.59166, -24.44674,  79.57811, 183.91309, -22.35982,  78.67553, 185.34144, -20.54991,  80.44649, 175.34970, -25.31210,  81.30516, 179.62837, -23.67844,  81.03665, 182.47407, -21.76082,  80.23440, 183.82546, -19.96286,  81.19779, 174.85917, -24.68550,  82.46872, 178.50486, -22.83285,  82.45041, 180.68859, -21.14999,  81.96036, 181.62815, -19.76736
   0.65600,  28.42605,  94.51482, -55.68944,  19.04955,  94.11913, -55.56636,  19.79317,  52.33108, -58.07687,  20.65811,  10.48466, -56.96950,  37.38321,  91.84328, -56.53962,  39.65784,  50.19646, -60.20917,  39.73542,   8.32937, -60.69640,  30.31273, 108.31444, -52.41817,  30.23216, 117.86235, -50.60973,  29.79644, 127.81707, -48.84112,  28.82398, 137.36742, -47.32961,  27.83800, 147.60060, -45.84650,  26.98635, 156.95162, -44.61604,  24.99085, 143.92609, -46.63207,  12.84614, 147.95718, -46.32152, -13.25351, 144.18055, -48.92826, -28.44769, 163.29654, -39.99989, -28.46638, 166.77684, -41.96432, -28.33981, 170.35239, -41.09029, -28.54732, 172.72884, -40.16683, -29.64994, 166.70392, -41.22834, -32.05811, 171.43443, -41.01306, -33.08472, 174.65558, -39.72177, -32.93919, 176.34462, -38.56563, -30.33900, 166.22828, -40.32565, -33.06051, 170.58508, -39.62737, -34.26307, 174.02177, -38.09843, -34.12699, 176.02228, -36.64584, -30.77409, 165.77216, -39.70244, -33.61714, 169.28394, -38.56329, -34.74509, 172.19261, -37.10909, -34.65622, 174.07593, -35.64357, -31.13429, 165.10272, -38.91517, -33.99511, 167.91505, -37.41679, -35.01063, 170.09411, -36.06718, -35.00000, 171.39505, -34.90873,  31.34241, 144.45365, -46.04958,  41.38545, 148.93285, -39.49870,  67.24749, 150.67545, -33.98792,  79.39296, 172.20238, -25.92078,  77.38500, 175.40903, -27.20818,  75.59522, 178.24448, -25.68458,  74.70141, 180.23533, -24.35004,  78.53213, 175.86550, -26.55739,  78.23120, 181.08096, -25.59212,  77.66069, 184.16181, -23.78102,  76.84424, 185.35819, -22.32748,  79.48346, 175.70292, -25.79291,  79.70441, 180.70201, -24.43785,  79.20798, 184.02474, -22.36237,  78.28335, 185.44959, -20.56086,  80.16997, 175.46175, -25.28668,  80.98102, 179.75261, -23.66067,  80.67680, 182.60091, -21.75227,  79.85326, 183.94971, -19.96200,  80.92268, 174.97990, -24.65505,  82.15074, 178.64222, -22.80629,  82.10397, 180.83026, -21.12959,  81.59846, 181.76900, -19.75198
   0.66400,  28.42832,  94.51379, -55.67654,  19.05182,  94.11839, -55.55151,  19.79411,  52.33079, -58.06987,  20.65530,  10.48414, -56.96848,  37.38520,  91.84216, -56.52931,  39.65444,  50.19261, -60.17107,  39.72446,   8.32564, -60.66943,  30.31617, 108.31256, -52.40235,  30.23470, 117.86060, -50.59462,  29.79764, 127.81552, -48.82746,  28.82331, 137.36609, -47.31851,  27.83540, 147.59947, -45.83807,  26.98208, 156.95065, -44.61000,  24.98897, 143.92427, -46.62305,  12.84225, 147.94941, -46.31387, -13.25799, 144.16355, -48.90131, -28.17142, 163.44543, -39.85705, -28.15548, 166.92972, -41.81444, -27.97791, 170.50152, -40.93400, -28.14966, 172.87856, -40.00472, -29.33594, 166.87062, -41.07226, -31.68141, 171.63147, -40.83466, -32.65926, 174.86298, -39.53149, -32.48567, 176.54762, -38.37278, -30.02628, 166.40209, -40.16684, -32.68731, 170.79233, -39.44530, -33.83704, 174.24115, -37.90311, -33.66728, 176.23674, -36.44730, -30.46391, 165.95037, -39.54221, -33.25507, 169.49632, -38.38084, -34.33745, 172.41636, -36.91483, -34.21634, 174.29535, -35.44607, -30.82854, 165.28402, -38.75434, -33.64463, 168.13008, -37.23505, -34.62460, 170.31934, -35.87569, -34.59091, 171.61764, -34.71472,  31.34038, 144.45307, -46.03995,  41.38666, 148.93223, -39.49402,  67.25925, 150.66748, -34.03066,  79.14588, 172.31721, -25.90678,  77.10800, 175.49984, -27.20667,  75.28460, 178.31978, -25.69418,  74.36645, 180.30411, -24.36647,  78.24854, 175.96971, -26.55385,  77.89054, 181.18386, -25.60101,  77.28300, 184.26255, -23.79831,  76.45019, 185.45352, -22.34961,  79.19946, 175.81877, -25.78647,  79.36452, 180.82286, -24.44197,  78.82782, 184.14479, -22.37524,  77.88352, 185.56385, -20.57937,  79.88708, 175.58591, -25.27788,  80.64888, 179.88858, -23.65928,  80.30979, 182.73773, -21.75804,  79.46739, 184.08178, -19.97298,  80.64308, 175.11334, -24.64317,  81.82784, 178.79236, -22.79931,  81.75370, 180.98347, -21.12761,  81.23471, 181.91990, -19.75346
   0.67200,  28.42843,  94.51221, -55.67007,  19.05194,  94.11738, -55.54301,  19.79306,  52.33006, -58.06652,  20.65479,  10.48329, -56.97037,  37.38495,  91.84020, -56.52543,  39.66263,  50.19336, -60.19289,  39.72854,   8.32635, -60.68837,  30.31789, 108.31017, -52.39341,  30.23498, 117.85837, -50.58660,  29.79580, 127.81350, -48.82112,  28.81849, 137.36419, -47.31491,  27.82752, 147.59769, -45.83731,  26.97152, 156.94896, -44.61176,  24.98219, 143.92142, -46.62122,  12.83547, 147.94656, -46.31205, -13.24561, 144.09229, -48.99009, -27.87793, 163.53269, -39.82680, -27.82551, 167.02163, -41.77524, -27.59649, 170.58844, -40.88646, -27.73230, 172.96507, -39.95021, -29.00301, 166.97615, -41.02742, -31.28421, 171.76689, -40.76602, -32.21293, 175.00757, -39.44972, -32.01146, 176.68669, -38.28754, -29.69506, 166.51438, -40.11984, -32.29433, 170.93743, -39.37391, -33.39087, 174.39702, -37.81719, -33.18768, 176.38634, -36.35709, -30.13557, 166.06682, -39.49424, -32.87396, 169.64621, -38.31003, -33.91051, 172.57639, -36.83119, -33.75744, 174.44972, -35.35819, -30.50513, 165.40326, -38.70631, -33.27594, 168.28220, -37.16587, -34.22027, 170.48060, -35.79607, -34.16378, 171.77526, -34.63193,  31.33344, 144.45229, -46.03837,  41.38315, 148.93156, -39.49777,  67.26479, 150.65738, -34.07446,  78.88050, 172.44008, -25.91422,  76.81713, 175.60306, -27.22184,  74.96804, 178.40993, -25.71622,  74.03150, 180.38859, -24.39292,  77.95287, 176.08372, -26.56849,  77.54941, 181.29623, -25.62489,  76.91361, 184.37266, -23.82810,  76.06901, 185.55894, -22.38239,  78.90414, 175.94216, -25.79977,  79.02506, 180.94974, -24.46355,  78.45771, 184.27045, -22.40306,  77.49928, 185.68444, -20.61069,  79.59313, 175.71602, -25.28999,  80.31641, 180.02773, -23.67780,  79.95088, 182.87709, -21.78178,  79.09500, 184.21693, -19.99997,  80.35239, 175.25097, -24.65362,  81.50365, 178.94303, -22.81462,  81.40893, 181.13625, -21.14672,  80.88039, 182.07054, -19.77475
