mean_x,mean_y,mean_z,std_x,std_y,std_z,ppv_x,ppv_y,ppv_z,aboveMean_x,aboveMean_y,aboveMean_z,stage
-0.000542514731369154,-0.00010378856152513093,-5.3854419410748776e-05,0.034309354785931286,0.032983946230443095,0.049994953198777524,0.5470580000000003,0.45044299999999815,0.7587379999999999,280,276,287,4
