mean_x,mean_y,mean_z,std_x,std_y,std_z,ppv_x,ppv_y,ppv_z,aboveMean_x,aboveMean_y,aboveMean_z,stage
0.0016709493670886103,0.000247455696202531,-0.0005852911392404968,0.10929161356322413,0.07517156157975688,0.07227122429411957,1.587929,0.9948519999999998,0.8494570000000001,190,204,225,1
